"CoverageClass","MetadataKinds","DefName","Label","ModName","PackageId","BaseCost","BuildingCount","TerrainCount","Terrains","RecipeCount","SurgeryCount","Recipes","NonBuildingThingCount","NonBuildingThings","RequiredAnalyzedCount","RequiredAnalyzed","Techprint","ResearchModCount","ResearchModTypes","PrerequisiteCount","Prerequisites"
"ThematicMetadata","Techprint","AdjusterBasics","Regional adjuster construction fundamentals","Reverse Engineered Region Adjusters","Pal5k.ReverseEngineeredRegionAdjusters","5600","0","0","","0","0","","0","","0","","Techprint_AdjusterBasics","0","","1","AdvancedFabrication"
"ThematicMetadata","OtherRecipe;NonBuildingThing","MP_AdvCashCrops","Addictol","Medicines+","Papito.MedicinesPlus.AT","750","0","0","","2","0","Make_MP_Addictol;Make_MP_AddictolBulk","1","MP_Addictol","0","","","0","","2","MP_BasicCashCrops;MP_CrimsonBulbRefinement"
"ThematicMetadata","OtherRecipe;NonBuildingThing","MP_AdvUtilityMedicine","Aniracetam","Medicines+","Papito.MedicinesPlus.AT","750","0","0","","1","0","Make_Aniracetam","1","Aniracetam","0","","","0","","2","MP_BasicUtilityMedicine;MP_CrimsonBulbRefinement"
"ThematicMetadata","OtherRecipe;NonBuildingThing","MP_BaseResearch","Cyanide","Medicines+","Papito.MedicinesPlus.AT","300","0","0","","2","0","Make_Cyanide;Make_CyanideBulk","1","Cyanide","0","","","0","","1","DrugProduction"
"ThematicMetadata","OtherRecipe;NonBuildingThing","MP_BasicCashCrops","Upper","Medicines+","Papito.MedicinesPlus.AT","500","0","0","","2","0","Make_Upper;Make_UpperBulk","1","Upper","0","","","0","","1","MP_BaseResearch"
"ThematicMetadata","OtherRecipe;NonBuildingThing","MP_BasicUtilityMedicine","Antitox","Medicines+","Papito.MedicinesPlus.AT","500","0","0","","2","0","Make_AntiTox;Make_AntiToxBulk","1","AntiTox","0","","","0","","1","MP_BaseResearch"
"ThematicMetadata","OtherRecipe;NonBuildingThing","MP_CrimsonBulbRefinement","Hydra","Medicines+","Papito.MedicinesPlus.AT","800","0","0","","2","0","Make_Hydra;Make_HydraBulk","1","Hydra","0","","","0","","1","MP_BaseResearch"
"GenericFallbackOnly","","RS_DarkArchiteHarvesting","Dark archite harvesting","ReSplice: Core","ReSplice.XOTR.Core","0","0","0","","0","0","","0","","0","","","0","","1","AdvancedPsychicRituals"
"ThematicMetadata","OtherRecipe;NonBuildingThing","TSF_AshigaruArmor","Ashigaru armor","T's Samurai Faction","Trickity.Samurai.Faction","300","0","0","","2","0","Make_TSFApparel_AshigaruArmor;Make_TSFApparel_AshigaruHelmet","2","TSFApparel_AshigaruArmor;TSFApparel_AshigaruHelmet","0","","","0","","2","Smithing;TSF_Bushido_Code"
"ThematicMetadata","OtherRecipe;NonBuildingThing","TSF_BlackPowder","Black powder","T's Samurai Faction","Trickity.Samurai.Faction","600","0","0","","1","0","Make_TSFApparel_SmokeBomb","1","TSFApparel_SmokeBomb","0","","","0","","1","TSF_Bushido_Code"
"ThematicMetadata","NonBuildingThing","TSF_CherryBlossomSowing","Cherry blossom sowing","T's Samurai Faction","Trickity.Samurai.Faction","200","0","0","","0","0","","1","TSFPlant_TreeBlossom","0","","","0","","2","TSF_Bushido_Code;TreeSowing"
"ThematicMetadata","OtherRecipe;NonBuildingThing","TSF_Hand_Mortar","Hand mortar","T's Samurai Faction","Trickity.Samurai.Faction","800","0","0","","1","0","Make_TSF_Hand_Mortar","1","TSF_Hand_Mortar","0","","","0","","1","TSF_BlackPowder"
"ThematicMetadata","OtherRecipe;NonBuildingThing","TSF_Katana","Katana","T's Samurai Faction","Trickity.Samurai.Faction","500","0","0","","2","0","Make_TSF_Katana;Make_TSF_Odachi","2","TSF_Katana;TSF_Odachi","0","","","0","","1","TSF_Naginata"
"ThematicMetadata","OtherRecipe;NonBuildingThing","TSF_Matchlock","Matchlock","T's Samurai Faction","Trickity.Samurai.Faction","1000","0","0","","2","0","Make_TSF_Tanegashima_Matchlock;Make_TSF_Tanegashima_Short","2","TSF_Tanegashima_Matchlock;TSF_Tanegashima_Short","0","","","0","","1","TSF_BlackPowder"
"ThematicMetadata","OtherRecipe;NonBuildingThing","TSF_Naginata","Advanced polearms","T's Samurai Faction","Trickity.Samurai.Faction","400","0","0","","2","0","Make_TSF_Naginata;Make_TSF_OmiYari","2","TSF_Naginata;TSF_OmiYari","0","","","0","","2","Smithing;TSF_Bushido_Code"
"ThematicMetadata","OtherRecipe;NonBuildingThing","TSF_NinjaGear","Ninja gear","T's Samurai Faction","Trickity.Samurai.Faction","300","0","0","","3","0","Make_TSFApparel_NinjaMask;Make_TSFApparel_NinjaTools;Make_TSF_Shuriken","3","TSFApparel_NinjaMask;TSFApparel_NinjaTools;TSF_Shuriken","0","","","0","","1","TSF_Bushido_Code"
"ThematicMetadata","OtherRecipe;NonBuildingThing","TSF_OniGear","Oni gear","T's Samurai Faction","Trickity.Samurai.Faction","2500","0","0","","4","0","Make_TSFApparel_OniArmor;Make_TSFApparel_OniHelmet;Make_TSF_OniCannon;Make_TSF_OniKanabo","4","TSFApparel_OniArmor;TSFApparel_OniHelmet;TSF_OniCannon;TSF_OniKanabo","0","","","0","","2","ChargedShot;ReconArmor"
"ThematicMetadata","OtherRecipe;NonBuildingThing","TSF_SamuraiArmor","Samurai armor","T's Samurai Faction","Trickity.Samurai.Faction","600","0","0","","4","0","Make_TSFApparel_DaimyoArmor;Make_TSFApparel_DaimyoHelmet;Make_TSFApparel_SamuraiArmor;Make_TSFApparel_SamuraiHelmet","4","TSFApparel_DaimyoArmor;TSFApparel_DaimyoHelmet;TSFApparel_SamuraiArmor;TSFApparel_SamuraiHelmet","0","","","0","","1","TSF_AshigaruArmor"
"ThematicMetadata","OtherRecipe;NonBuildingThing","TSF_Yumi","Yumi","T's Samurai Faction","Trickity.Samurai.Faction","500","0","0","","1","0","Make_TSF_Yumi","1","TSF_Yumi","0","","","0","","2","RecurveBow;TSF_Bushido_Code"
"ThematicMetadata","OtherRecipe;NonBuildingThing","T_DisruptorTorch","Disruptor torch","T's Seal the Spirits : Tribal Anomaly","Trickity.Seal.Spirits","0","0","0","","1","0","Make_T_Apparel_DisruptorTorch","1","T_Apparel_DisruptorTorch","0","","","0","","2","T_BioferriteRend;T_SealingPlatform"
"ThematicMetadata","OtherRecipe;NonBuildingThing","USH_CombatSkilltrainersRes","Combat skilltrainers","Ushankas Glittertech Expansion","Ushanka.GlittertechExpansion","4500","0","0","","2","0","USH_Make_Neurotrainer_Melee;USH_Make_Neurotrainer_Shooting","2","Neurotrainer_Melee;Neurotrainer_Shooting","0","","","0","","1","USH_DeepMindScanningRes"
"ThematicMetadata","OtherRecipe;NonBuildingThing","USH_EngineeringSkilltrainersRes","Engineering skilltrainers","Ushankas Glittertech Expansion","Ushanka.GlittertechExpansion","4000","0","0","","3","0","USH_Make_Neurotrainer_Construction;USH_Make_Neurotrainer_Crafting;USH_Make_Neurotrainer_Mining","3","Neurotrainer_Construction;Neurotrainer_Crafting;Neurotrainer_Mining","0","","","0","","1","USH_DeepMindScanningRes"
"ThematicMetadata","OtherRecipe;NonBuildingThing","USH_GlittertechAlchemyRes","Glitterworld alchemy","Ushankas Glittertech Expansion","Ushanka.GlittertechExpansion","2500","0","0","","7","0","USH_FormPhilosophersStone_Bulk;USH_FormPlasteel;USH_FormPlasteelBulk;USH_TurnGoldToJade;USH_TurnGoldToJadeBulk;USH_TurnSteelToGold;USH_TurnSteelToGoldBulk","4","Gold;Jade;Plasteel;USH_PhilosophersStone","0","","","0","","1","USH_GlittertechUtilitiesRes"
"ThematicMetadata","OtherRecipe;NonBuildingThing","USH_IntellectualSkilltrainersRes","Intellectual skilltrainers","Ushankas Glittertech Expansion","Ushanka.GlittertechExpansion","4000","0","0","","4","0","USH_Make_Neurotrainer_Artistic;USH_Make_Neurotrainer_Intellectual;USH_Make_Neurotrainer_Medicine;USH_Make_Neurotrainer_Social","4","Neurotrainer_Artistic;Neurotrainer_Intellectual;Neurotrainer_Medicine;Neurotrainer_Social","0","","","0","","1","USH_DeepMindScanningRes"
"ThematicMetadata","OtherRecipe;NonBuildingThing","USH_OverclockRes","Firearms overclocking","Ushankas Glittertech Expansion","Ushanka.GlittertechExpansion","5000","0","0","","6","0","USH_FormUpgradeArmor;USH_FormUpgradeDamage;USH_FormUpgradeRange;USH_FormUpgradeSpeed;USH_FormUpgradeStability;USH_OverclockGun","5","USH_UpgradeArmor;USH_UpgradeDamage;USH_UpgradeRange;USH_UpgradeSpeed;USH_UpgradeStability","0","","","0","","1","USH_NeuromodifiersBasicsRes"
"ThematicMetadata","OtherRecipe;NonBuildingThing","USH_SurvivalSkilltrainersRes","Survival skilltrainers","Ushankas Glittertech Expansion","Ushanka.GlittertechExpansion","3500","0","0","","3","0","USH_Make_Neurotrainer_Animals;USH_Make_Neurotrainer_Cooking;USH_Make_Neurotrainer_Plants","3","Neurotrainer_Animals;Neurotrainer_Cooking;Neurotrainer_Plants","0","","","0","","1","USH_DeepMindScanningRes"
"ThematicMetadata","OtherRecipe;NonBuildingThing","USH_TeethRes","Teeth replacements","Ushankas Glittertech Expansion","Ushanka.GlittertechExpansion","2500","0","0","","2","0","Make_USH_GoldenTeethReplacement;Make_USH_PlasteelTeethReplacement","2","USH_GoldenTeethReplacement;USH_PlasteelTeethReplacement","0","","","0","","2","Bionics;USH_NeuromodifiersBasicsRes"
"ThematicMetadata","OtherRecipe;NonBuildingThing","USH_AdvancedCybertech","Advanced cybertech","Ushankas Hacking Expansion","Ushanka.HackingExpansion","2000","0","0","","5","0","Make_USH_AdvancedCyberlink;Make_USH_AdvancedJammerKit;Make_USH_AdvancedOptimizationModule;Make_USH_AdvancedRemoteAccessPort;Make_USH_ICEBreaker","5","USH_AdvancedCyberlink;USH_AdvancedJammerKit;USH_AdvancedOptimizationModule;USH_AdvancedRemoteAccessPort;USH_ICEBreaker","0","","","0","","1","USH_CybertechMachinery"
"ThematicMetadata","OtherRecipe;NonBuildingThing","USH_BasicCybertech","Basic cybertech","Ushankas Hacking Expansion","Ushanka.HackingExpansion","800","0","0","","4","0","Make_USH_Cyberlink;Make_USH_JammerKit;Make_USH_OptimizationModule;Make_USH_RemoteAccessPort","4","USH_Cyberlink;USH_JammerKit;USH_OptimizationModule;USH_RemoteAccessPort","0","","","0","","1","Machining"
"ThematicMetadata","OtherRecipe;NonBuildingThing","USH_ExecData","Executables","Ushankas Hacking Expansion","Ushanka.HackingExpansion","2000","0","0","","8","0","Make_USH_ExecDataCase;Make_USH_ExecData_Disarm;Make_USH_ExecData_Discharge;Make_USH_ExecData_ForkBomb;Make_USH_ExecData_HijackSubcore;Make_USH_ExecData_ShortCircuit;Make_USH_ExecData_VirtualICEBreaker;Make_USH_ExecData_Zapcode","8","USH_ExecDataCase;USH_ExecData_Disarm;USH_ExecData_Discharge;USH_ExecData_ForkBomb;USH_ExecData_HijackSubcore;USH_ExecData_ShortCircuit;USH_ExecData_VirtualICEBreaker;USH_ExecData_Zapcode","0","","","0","","1","USH_AdvancedCybertech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","LastWishRes","Last-Wish","Ushankas Luciferium Expansion","Ushanka.LuciferiumExpansion","1400","0","0","","4","0","USH_Synthesise_LastWish;USH_Synthesise_LastWish_Bulk;USH_Synthesise_MechaSuppressors;USH_Synthesise_MechaSuppressors_Bulk","2","USH_LastWish;USH_MechaSuppressors","0","","","0","","1","ScarlettRefining"
"ThematicMetadata","OtherRecipe;NonBuildingThing","RedFlickerRes","Red-flicker","Ushankas Luciferium Expansion","Ushanka.LuciferiumExpansion","1000","0","0","","2","0","USH_Synthesise_RedFlicker;USH_Synthesise_RedFlicker_Bulk","1","USH_RedFlicker","0","","","0","","1","ScarlettRefining"
"ThematicMetadata","OtherRecipe;NonBuildingThing","ScarletSmellingSaltsRes","Scarlet smelling salts","Ushankas Luciferium Expansion","Ushanka.LuciferiumExpansion","400","0","0","","2","0","USH_Synthesise_ScarletSmellingSalts;USH_Synthesise_ScarletSmellingSalts_Bulk","1","USH_ScarlettSmellingSalts","0","","","0","","1","ScarlettRefining"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VAE_CasualWear","Casual wear","Vanilla Apparel Expanded","VanillaExpanded.VAPPE","600","0","0","","7","0","Make_UGEC_Apparel_SportsUndergarments;Make_VAE_Apparel_CasualTShirt;Make_VAE_Apparel_Hoodie;Make_VAE_Apparel_Shorts;Make_VAE_Headgear_BaseballCap;Make_VAE_Headgear_Glasses;Make_VAE_Headgear_Sunglasses","7","UGEC_Apparel_SportsUndergarments;VAE_Apparel_CasualTShirt;VAE_Apparel_Hoodie;VAE_Apparel_Shorts;VAE_Headgear_BaseballCap;VAE_Headgear_Glasses;VAE_Headgear_Sunglasses","0","","","0","","1","ComplexClothing"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VAE_MilitaryClothing","Military clothing","Vanilla Apparel Expanded","VanillaExpanded.VAPPE","1000","0","0","","4","0","Make_VAE_Apparel_MilitaryJacket;Make_VAE_Apparel_MilitaryUniform;Make_VAE_Apparel_SheriffShirt;Make_VAE_Headgear_Beret","4","VAE_Apparel_MilitaryJacket;VAE_Apparel_MilitaryUniform;VAE_Apparel_SheriffShirt;VAE_Headgear_Beret","0","","","0","","2","VAE_SterileAttire;VAE_WorkAttire"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VAE_SterileAttire","Sterile attire","Vanilla Apparel Expanded","VanillaExpanded.VAPPE","1000","0","0","","6","0","Make_Apparel_LabCoat;Make_Bandagewraps_BodywrapA;Make_Bandagewraps_HeadBandageA;Make_VAE_Apparel_DoctorScrubs;Make_VAE_Apparel_LabCoat;Make_VAE_Headgear_SurgicalMask","6","Apparel_LabCoat;Bandagewraps_BodywrapA;Bandagewraps_HeadBandageA;VAE_Apparel_DoctorScrubs;VAE_Apparel_LabCoat;VAE_Headgear_SurgicalMask","0","","","0","","1","Ferny_Bandages"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VAE_WorkAttire","Work attire","Vanilla Apparel Expanded","VanillaExpanded.VAPPE","1000","0","0","","16","0","Make_OCARINA_PrisonerJumpsuit_Blue;Make_OCARINA_PrisonerJumpsuit_Custom;Make_OCARINA_PrisonerJumpsuit_Orange;Make_OCARINA_PrisonerJumpsuit_Red;Make_PU_CapA;Make_PU_ClassA;Make_PU_ClassB;Make_UGEC_Apparel_ThermalUndergarments;Make_VAE_Apparel_BuildersJacket;Make_VAE_Apparel_ChefsUniform;Make_VAE_Apparel_FleeceShirt;Make_VAE_Apparel_Jeans;Make_VAE_Apparel_Jumpsuit;Make_VAE_Apparel_Overalls;Make_VAE_Headgear_ChefsToque;Make_VAE_Headgear_Hardhat","16","OCARINA_PrisonerJumpsuit_Blue;OCARINA_PrisonerJumpsuit_Custom;OCARINA_PrisonerJumpsuit_Orange;OCARINA_PrisonerJumpsuit_Red;PU_CapA;PU_ClassA;PU_ClassB;UGEC_Apparel_ThermalUndergarments;VAE_Apparel_BuildersJacket;VAE_Apparel_ChefsUniform;VAE_Apparel_FleeceShirt;VAE_Apparel_Jeans;VAE_Apparel_Jumpsuit;VAE_Apparel_Overalls;VAE_Headgear_ChefsToque;VAE_Headgear_Hardhat","0","","","0","","1","ComplexClothing"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VAE_HazardProtection","Hazard protection","Vanilla Armour Expanded","VanillaExpanded.VARME","1000","0","0","","2","0","Make_VAE_Apparel_HAZMATSuit;Make_VAE_Headgear_HAZMATMask","2","VAE_Apparel_HAZMATSuit;VAE_Headgear_HAZMATMask","0","","","0","","1","VAE_MilitaryClothing"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VAE_MlitaryCamouflage","Military camouflage","Vanilla Armour Expanded","VanillaExpanded.VARME","1000","0","0","","2","0","Make_VAE_Apparel_GhillieSuit;Make_VAE_Headgear_GhillieHood","2","VAE_Apparel_GhillieSuit;VAE_Headgear_GhillieHood","0","","","0","","1","VAE_MilitaryClothing"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VAE_SiegebreakerArmor","Siegebreaker armor","Vanilla Armour Expanded","VanillaExpanded.VARME","6000","0","0","","6","0","Make_AM_MechBreakerArmor;Make_AM_PrestigeMechBreakerArmor;Make_VAE_Apparel_HeavyMarineArmor;Make_VAE_Apparel_RoyalSiegeArmor;Make_VAE_Headgear_HeavyMarineHelmet;Make_VAE_Headgear_RoyalSiegeHelmet","6","AM_MechBreakerArmor;AM_PrestigeMechBreakerArmor;VAE_Apparel_HeavyMarineArmor;VAE_Apparel_RoyalSiegeArmor;VAE_Headgear_HeavyMarineHelmet;VAE_Headgear_RoyalSiegeHelmet","0","","","0","","2","PoweredArmor;ShieldBelt"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VAE_TrooperArmor","Trooper armor","Vanilla Armour Expanded","VanillaExpanded.VARME","3000","0","0","","4","0","Make_VAE_Apparel_RoyalTrooperArmor;Make_VAE_Apparel_TrooperArmor;Make_VAE_Headgear_RoyalTrooperHelmet;Make_VAE_Headgear_TrooperHelmet","4","VAE_Apparel_RoyalTrooperArmor;VAE_Apparel_TrooperArmor;VAE_Headgear_RoyalTrooperHelmet;VAE_Headgear_TrooperHelmet","0","","","0","","2","Fabrication;FlakArmor"
"ThematicMetadata","OtherRecipe;NonBuildingThing","GR_GeneticCompatibility","Human implants","Vanilla Genetics Expanded","VanillaExpanded.VGeneticsE","1250","0","0","","26","0","GR_CraftBearClaws;GR_CraftBearMuscleTissue;GR_CraftBoomalopeNodules;GR_CraftBunnyEars;GR_CraftCatEye;GR_CraftChemfuelHeart;GR_CraftChemfuelStomach;GR_CraftCompoundEye;GR_CraftDevouringJaws;GR_CraftDiggingBearClaws;GR_CraftHibernationModule;GR_CraftHumanThrumboHorn;GR_CraftIguanaScales;GR_CraftInsectoidAntennae;GR_CraftKidneyToxicFilters;GR_CraftMoleratNerveDampener;GR_CraftMousePheromones;GR_CraftMuffaloMammaries;GR_CraftMuffaloMuscles;GR_CraftMuffaloSkin;GR_CraftNeuronReinforcement;GR_CraftOvipositor;GR_CraftPsychicDampeners;GR_CraftThrumboSkin;GR_CraftVenomousFangs;GR_CraftWolfMuscularFibers","26","GR_BearClaws;GR_BearMuscleTissue;GR_BoomalopeNodules;GR_BunnyEars;GR_CatEye;GR_ChemfuelHeart;GR_ChemfuelStomach;GR_CompoundEye;GR_DevouringJaws;GR_DiggingBearClaws;GR_HibernationModule;GR_HumanThrumboHorn;GR_IguanaScales;GR_InsectoidAntennae;GR_KidneyToxicFilters;GR_MoleratNerveDampener;GR_MousePheromones;GR_MuffaloMammaries;GR_MuffaloMuscles;GR_MuffaloSkin;GR_NeuronReinforcement;GR_Ovipositor;GR_PsychicDampeners;GR_ThrumboSkin;GR_VenomousFangs;GR_WolfMuscularFibers","0","","","0","","1","GR_HybridImplantology"
"GenericFallbackOnly","","VPEF_Horticulture","Blooming cultivation","Vanilla Plants Expanded - Flowers","VanillaExpanded.VPEFlowers","200","0","0","","0","0","","0","","0","","","0","","1","VFET_Agriculture"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VPE_CasterGear","Caster gear","Vanilla Psycasts Expanded","VanillaExpanded.VPsycastsE","1000","0","0","","6","0","Make_VPER_MeleeWeapon_RunesmithBattleaxe;Make_VPE_MeleeWeapon_EltexDagger;Make_VPE_MeleeWeapon_EltexMace;Make_VPE_MeleeWeapon_EltexSword;VPE_Make_EltexCape;VPE_Make_EltexMask","6","VPER_MeleeWeapon_RunesmithBattleaxe;VPE_Apparel_EltexCape;VPE_Apparel_EltexMask;VPE_MeleeWeapon_EltexDagger;VPE_MeleeWeapon_EltexMace;VPE_MeleeWeapon_EltexSword","0","","","0","","1","NobleApparel"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VPE_EltexGear","Eltex gear","Vanilla Psycasts Expanded","VanillaExpanded.VPsycastsE","3000","0","0","","8","0","CAT_Make_EltexBoots;CAT_Make_EltexGloves;VPE_Make_EltexHelmet;VPE_Make_EltexRobe;VPE_Make_EltexShirt;VPE_Make_EltexSkullcap;VPE_Make_EltexStaff;VPE_Make_EltexVest","8","Apparel_EltexSkullcap;Apparel_PsyfocusHelmet;Apparel_PsyfocusRobe;Apparel_PsyfocusShirt;Apparel_PsyfocusVest;CAT_Footwear_EltexBoots;CAT_Handwear_EltexGloves;MeleeWeapon_PsyfocusStaff","0","","","0","","1","ComplexClothing"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VWE_HeavyWeapons","Heavy weapons","Vanilla Weapons Expanded","VanillaExpanded.VWE","2000","0","0","","10","0","Make_DV_Gun_BruteRifle;Make_DV_Gun_ClashHMG;Make_DV_Gun_ClashRifle;Make_DV_Weapon_GrenadeContact;Make_DV_Weapon_GrenadeThump;Make_Gun_DoomsdayRocket;Make_Gun_TripleRocket;Make_VWE_Gun_AntiMaterialRifle;Make_VWE_Gun_HMG;Make_VWE_Gun_RocketLauncher","10","DV_Gun_BruteRifle;DV_Gun_ClashHMG;DV_Gun_ClashRifle;DV_Weapon_GrenadeContact;DV_Weapon_GrenadeThump;Gun_DoomsdayRocket;Gun_TripleRocket;VWE_Gun_AntiMaterialRifle;VWE_Gun_HMG;VWE_Gun_RocketLauncher","0","","","0","","1","HeavyTurrets"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VWE_LaserTargetingSystems","Laser targeting systems","Vanilla Weapons Expanded","VanillaExpanded.VWE","5000","0","0","","4","0","Make_VWE_Gun_ChargeLMG;Make_VWE_Gun_ChargeMinigun;Make_VWE_Gun_ChargeRocketLauncher;Make_VWE_Gun_ChargeSniperRifle","4","VWE_Gun_ChargeLMG;VWE_Gun_ChargeMinigun;VWE_Gun_ChargeRocketLauncher;VWE_Gun_ChargeSniperRifle","0","","","0","","2","ChargedShot;VWE_HeavyWeapons"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VWEFT_FrontierWeapons","Frontier weapons","Vanilla Weapons Expanded - Frontier","VanillaExpanded.VWEFT","800","0","0","","5","0","Make_VWEFT_Gun_FrontierPistol;Make_VWEFT_Gun_HeavyRevolver;Make_VWEFT_Gun_RepeatingShotgun;Make_VWEFT_Gun_RollingBlockRifle;Make_VWEFT_Gun_VolcanicPistol","5","VWEFT_Gun_FrontierPistol;VWEFT_Gun_HeavyRevolver;VWEFT_Gun_RepeatingShotgun;VWEFT_Gun_RollingBlockRifle;VWEFT_Gun_VolcanicPistol","0","","","0","","1","Gunsmithing"
"ThematicMetadata","OtherRecipe;NonBuildingThing","VWE_MakeshiftWeapons","Makeshift weapons","Vanilla Weapons Expanded - Makeshift","VanillaExpanded.VWEMS","500","0","0","","5","0","Make_VWE_Gun_MakeshiftLMG;Make_VWE_Gun_MakeshiftPistol;Make_VWE_Gun_MakeshiftRifle;Make_VWE_Gun_MakeshiftSMG;Make_VWE_Gun_MakeshiftShotgun","5","VWE_Gun_MakeshiftLMG;VWE_Gun_MakeshiftPistol;VWE_Gun_MakeshiftRifle;VWE_Gun_MakeshiftSMG;VWE_Gun_MakeshiftShotgun","0","","","0","","0",""
"ThematicMetadata","OtherRecipe;NonBuildingThing","RG_ShardDistilleryAndWeaponry","Bile processing","Rim-Gnoblins","VexedTrees980.RimGnoblinsBiotech","800","0","0","","2","0","Make_RGWeapon_Toxpot;Make_RG_MeleeWeapon_ToxSpear","2","RGWeapon_Toxpot;RG_MeleeWeapon_ToxSpear","0","","","0","","1","Ferny_Dreg"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Bamba_Melee_Research_Industrial","Industrial tier melee weapons","Melee Weapons For All Tech Levels","bamba.allbambamelee.tiered","1000","0","0","","8","0","Make_Bamba_Melee_Industrial_Baton;Make_Bamba_Melee_Industrial_Gladius;Make_Bamba_Melee_Industrial_Hammer;Make_Bamba_Melee_Industrial_Knife;Make_Bamba_Melee_Industrial_Longsword;Make_Bamba_Melee_Industrial_Mace;Make_Bamba_Melee_Industrial_Polehammer;Make_Bamba_Melee_Industrial_Spear","8","Bamba_Melee_Industrial_Baton;Bamba_Melee_Industrial_Gladius;Bamba_Melee_Industrial_Hammer;Bamba_Melee_Industrial_Knife;Bamba_Melee_Industrial_Longsword;Bamba_Melee_Industrial_Mace;Bamba_Melee_Industrial_Polehammer;Bamba_Melee_Industrial_Spear","0","","","0","","2","Machining;Smithing"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Bamba_Melee_Research_Spacer","Spacer tier melee weapons","Melee Weapons For All Tech Levels","bamba.allbambamelee.tiered","2000","0","0","","8","0","Make_Bamba_Melee_Spacer_Axe;Make_Bamba_Melee_Spacer_Baton;Make_Bamba_Melee_Spacer_Gladius;Make_Bamba_Melee_Spacer_Knife;Make_Bamba_Melee_Spacer_Longsword;Make_Bamba_Melee_Spacer_Mace;Make_Bamba_Melee_Spacer_Polehammer;Make_Bamba_Melee_Spacer_Spear","8","Bamba_Melee_Spacer_Axe;Bamba_Melee_Spacer_Baton;Bamba_Melee_Spacer_Gladius;Bamba_Melee_Spacer_Knife;Bamba_Melee_Spacer_Longsword;Bamba_Melee_Spacer_Mace;Bamba_Melee_Spacer_Polehammer;Bamba_Melee_Spacer_Spear","0","","","0","","2","Bamba_Melee_Research_Industrial;MultiAnalyzer"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Bamba_Melee_Research_Ultra","Ultra tier melee weapons","Melee Weapons For All Tech Levels","bamba.allbambamelee.tiered","3500","0","0","","8","0","Make_Bamba_Melee_Ultra_Axe;Make_Bamba_Melee_Ultra_Baton;Make_Bamba_Melee_Ultra_Gladius;Make_Bamba_Melee_Ultra_Knife;Make_Bamba_Melee_Ultra_Longsword;Make_Bamba_Melee_Ultra_Mace;Make_Bamba_Melee_Ultra_Polehammer;Make_Bamba_Melee_Ultra_Spear","8","Bamba_Melee_Ultra_Axe;Bamba_Melee_Ultra_Baton;Bamba_Melee_Ultra_Gladius;Bamba_Melee_Ultra_Knife;Bamba_Melee_Ultra_Longsword;Bamba_Melee_Ultra_Mace;Bamba_Melee_Ultra_Polehammer;Bamba_Melee_Ultra_Spear","0","","","0","","2","Bamba_Melee_Research_Spacer;Fabrication"
"ThematicMetadata","OtherRecipe;NonBuildingThing","ABG_Research_AdvancedBallisticWeaponry","Advanced Ballistic Weaponry","Guns For All Tech Levels","bambaryla.AllBambaGuns","4000","0","0","","2","0","Make_ABG_Gun_SBPistol;Make_ABG_Gun_SBRifle","2","ABG_Gun_SBPistol;ABG_Gun_SBRifle","0","","","0","","2","GasOperation;PrecisionRifling"
"ThematicMetadata","OtherRecipe;NonBuildingThing","ABG_Research_AdvancedChargeWeaponry","Advanced charge weaponry","Guns For All Tech Levels","bambaryla.AllBambaGuns","4000","0","0","","2","0","Make_ABG_Gun_UCBattleRifle;Make_ABG_Gun_UCPistol","2","ABG_Gun_UCBattleRifle;ABG_Gun_UCPistol","0","","","0","","2","AdvancedFabrication;ChargedShot"
"ThematicMetadata","OtherRecipe;NonBuildingThing","ABG_Research_AdvancedHeavyBallisticWeaponry","Advanced Heavy Ballistic Weaponry","Guns For All Tech Levels","bambaryla.AllBambaGuns","2000","0","0","","3","0","Make_ABG_Gun_SBLMG;Make_ABG_Gun_SBShotgun;Make_ABG_Gun_SBSniper","3","ABG_Gun_SBLMG;ABG_Gun_SBShotgun;ABG_Gun_SBSniper","0","","","0","","2","ABG_Research_AdvancedBallisticWeaponry;PrecisionRifling"
